Year,Category,Prize,Motivation,Prize Share,Laureate ID,Laureate Type,Full Name,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country,Birth Year,Awarded Age,Age Group
1981,Medicine,The Nobel Prize in Physiology or Medicine 1981,for their discoveries concerning information processing in the visual system,01-Apr,424,Individual,Torsten N. Wiesel,03/06/1924,Uppsala,Sweden,Male,Harvard Medical School,"Boston, MA",United States of America,,,Alive,1924,57,50-60
1981,Peace,The Nobel Peace Prize 1981,,01-Jan,515,Organization,Office of the United Nations High Commissioner for Refugees (UNHCR),,,,,,,,,,Other,,,
1981,Physics,The Nobel Prize in Physics 1981,for their contribution to the development of laser spectroscopy,01-Apr,118,Individual,Nicolaas Bloembergen,11/03/1920,Dordrecht,Netherlands,Male,Harvard University,"Cambridge, MA",United States of America,,,Alive,1920,61,60-70
1981,Physics,The Nobel Prize in Physics 1981,for their contribution to the development of laser spectroscopy,01-Apr,119,Individual,Arthur Leonard Schawlow,05/05/1921,"Mount Verno, NY",United States of America,Male,Stanford University,"Stanford, CA",United States of America,28/04/1999,"Palo Alto, CA",United States of America,1921,60,60-70
1981,Physics,The Nobel Prize in Physics 1981,for his contribution to the development of high-resolution electron spectroscopy,01-Feb,120,Individual,Kai M. Siegbahn,20/04/1918,Lund,Sweden,Male,Uppsala University,Uppsala,Sweden,20/07/2007,??ngelholm,Sweden,1918,63,60-70
1982,Chemistry,The Nobel Prize in Chemistry 1982,for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes,01-Jan,259,Individual,Aaron Klug,11/08/1926,Zelvas,Lithuania,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,,,Alive,1926,56,50-60
1982,Economics,The Sveriges Riksbank Prize in Economic Sciences 1982,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation",01-Jan,696,Individual,George J. Stigler,17/01/1911,"Renton, WA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,01/12/1991,"Chicago, IL",United States of America,1911,71,70+
1982,Literature,The Nobel Prize in Literature 1982,"for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts",01-Jan,659,Individual,Gabriel Garc??a M??rquez,06/03/1927,Aracataca,Colombia,Male,,,,17/04/2014,Mexico City,Mexico,1927,55,50-60
1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,for their discoveries concerning prostaglandins and related biologically active substances,01-Mar,425,Individual,Sune K. Bergstr??m,10/01/1916,Stockholm,Sweden,Male,Karolinska Institutet,Stockholm,Sweden,15/08/2004,Stockholm,Sweden,1916,66,60-70
1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,for their discoveries concerning prostaglandins and related biologically active substances,01-Mar,426,Individual,Bengt I. Samuelsson,21/05/1934,Halmstad,Sweden,Male,Karolinska Institutet,Stockholm,Sweden,,,Alive,1934,48,40-50
1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,for their discoveries concerning prostaglandins and related biologically active substances,01-Mar,427,Individual,John R. Vane,29/03/1927,Tardebigg,United Kingdom,Male,The Wellcome Research Laboratories,Beckenham,United Kingdom,19/11/2004,Farnborough,United Kingdom,1927,55,50-60
1982,Peace,The Nobel Peace Prize 1982,,01-Feb,543,Individual,Alva Myrdal,31/01/1902,Uppsala,Sweden,Female,,,,01/02/1986,Stockholm,Sweden,1902,80,70+
1982,Peace,The Nobel Peace Prize 1982,,01-Feb,544,Individual,Alfonso Garc??a Robles,20/03/1911,Zamora,Mexico,Male,,,,02/09/1991,Mexico City,Mexico,1911,71,70+
1982,Physics,The Nobel Prize in Physics 1982,for his theory for critical phenomena in connection with phase transitions,01-Jan,121,Individual,Kenneth G. Wilson,08/06/1936,"Waltham, MA",United States of America,Male,Cornell University,"Ithaca, NY",United States of America,15/06/2013,"Saco, ME",United States of America,1936,46,40-50
1983,Chemistry,The Nobel Prize in Chemistry 1983,"for his work on the mechanisms of electron transfer reactions, especially in metal complexes",01-Jan,260,Individual,Henry Taube,30/11/1915,Neudorf,Canada,Male,Stanford University,"Stanford, CA",United States of America,16/11/2005,"Stanford, CA",United States of America,1915,68,60-70
1983,Economics,The Sveriges Riksbank Prize in Economic Sciences 1983,for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium,01-Jan,697,Individual,Gerard Debreu,04/07/1921,Calais,France,Male,University of California,"Berkeley, CA",United States of America,31/12/2004,Paris,France,1921,62,60-70
1983,Literature,The Nobel Prize in Literature 1983,"for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today",01-Jan,660,Individual,William Golding,19/09/1911,St. Columb Minor,United Kingdom,Male,,,,19/06/1993,Perranarworthal,United Kingdom,1911,72,70+
1983,Medicine,The Nobel Prize in Physiology or Medicine 1983,for her discovery of mobile genetic elements,01-Jan,428,Individual,Barbara McClintock,16/06/1902,"Hartford, CT",United States of America,Female,Cold Spring Harbor Laboratory,"Cold Spring Harbor, NY",United States of America,02/09/1992,"Huntington, NY",United States of America,1902,81,70+
1983,Peace,The Nobel Peace Prize 1983,,01-Jan,545,Individual,Lech Walesa,29/09/1943,Popowo,Poland,Male,,,,,,Alive,1943,40,40-50
1983,Physics,The Nobel Prize in Physics 1983,for his theoretical studies of the physical processes of importance to the structure and evolution of the stars,01-Feb,122,Individual,Subramanyan Chandrasekhar,19/10/1910,Lahore,India (Pakistan),Male,University of Chicago,"Chicago, IL",United States of America,21/08/1995,"Chicago, IL",United States of America,1910,73,70+
1983,Physics,The Nobel Prize in Physics 1983,for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe,01-Feb,123,Individual,William Alfred Fowler,09/08/1911,"Pittsburgh, PA",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,14/03/1995,"Pasadena, CA",United States of America,1911,72,70+
1984,Chemistry,The Nobel Prize in Chemistry 1984,for his development of methodology for chemical synthesis on a solid matrix,01-Jan,261,Individual,Robert Bruce Merrifield,15/07/1921,"Fort Worth, TX",United States of America,Male,Rockefeller University,"New York, NY",United States of America,14/05/2006,"Cresskill, NJ",United States of America,1921,63,60-70
1984,Economics,The Sveriges Riksbank Prize in Economic Sciences 1984,for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis,01-Jan,698,Individual,Richard Stone,30/08/1913,London,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,06/12/1991,Cambridge,United Kingdom,1913,71,70+
1984,Literature,The Nobel Prize in Literature 1984,"for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man",01-Jan,661,Individual,Jaroslav Seifert,23/09/1901,Prague,Austria-Hungary (Czech Republic),Male,,,,10/01/1986,Prague,Czechoslovakia,1901,83,70+
1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,01-Mar,429,Individual,Niels K. Jerne,23/12/1911,London,United Kingdom,Male,Basel Institute for Immunology,Basel,Switzerland,07/10/1994,Castillon-du-Gard,France,1911,73,70+
1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,01-Mar,430,Individual,Georges J.F. K??hler,17/04/1946,Munich,Germany,Male,Basel Institute for Immunology,Basel,Switzerland,01/03/1995,Freiburg im Breisgau,Germany,1946,38,40-
1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,01-Mar,431,Individual,C??sar Milstein,08/10/1927,Bahia Blanca,Argentina,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,24/03/2002,Cambridge,United Kingdom,1927,57,50-60
1984,Peace,The Nobel Peace Prize 1984,,01-Jan,546,Individual,Desmond Mpilo Tutu,07/10/1931,Klerksdorp,South Africa,Male,,,,,,Alive,1931,53,50-60
1984,Physics,The Nobel Prize in Physics 1984,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",01-Feb,124,Individual,Carlo Rubbia,31/03/1934,Gorizia,Italy,Male,CERN,Geneva,Switzerland,,Geneva,Switzerland,1934,50,50-60
1984,Physics,The Nobel Prize in Physics 1984,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",01-Feb,125,Individual,Simon van der Meer,24/11/1925,the Hague,Netherlands,Male,CERN,Geneva,Switzerland,04/03/2011,Geneva,Switzerland,1925,59,50-60
1985,Chemistry,The Nobel Prize in Chemistry 1985,for their outstanding achievements in the development of direct methods for the determination of crystal structures,01-Feb,262,Individual,Herbert A. Hauptman,14/02/1917,"New York, NY",United States of America,Male,The Medical Foundation of Buffalo,"Buffalo, NY",United States of America,23/10/2011,"Buffalo, NY",United States of America,1917,68,60-70
1985,Chemistry,The Nobel Prize in Chemistry 1985,for their outstanding achievements in the development of direct methods for the determination of crystal structures,01-Feb,263,Individual,Jerome Karle,18/06/1918,"New York, NY",United States of America,Male,US Naval Research Laboratory,"Washington, DC",United States of America,06/06/2013,,Alive,1918,67,60-70
1985,Economics,The Sveriges Riksbank Prize in Economic Sciences 1985,for his pioneering analyses of saving and of financial markets,01-Jan,699,Individual,Franco Modigliani,18/06/1918,Rome,Italy,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,25/09/2003,"Cambridge, MA",United States of America,1918,67,60-70
1985,Literature,The Nobel Prize in Literature 1985,who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition,01-Jan,662,Individual,Claude Simon,10/10/1913,Tananarive (Antananarivo),Madagascar,Male,,,,06/07/2005,Paris,France,1913,72,70+
1985,Medicine,The Nobel Prize in Physiology or Medicine 1985,for their discoveries concerning the regulation of cholesterol metabolism,01-Feb,432,Individual,Michael S. Brown,13/04/1941,"New York, NY",United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,,,Alive,1941,44,40-50
1985,Medicine,The Nobel Prize in Physiology or Medicine 1985,for their discoveries concerning the regulation of cholesterol metabolism,01-Feb,433,Individual,Joseph L. Goldstein,18/04/1940,"Sumter, SC",United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,,,Alive,1940,45,40-50
1985,Peace,The Nobel Peace Prize 1985,,01-Jan,547,Organization,International Physicians for the Prevention of Nuclear War,,,,,,,,,,Other,,,
1985,Physics,The Nobel Prize in Physics 1985,for the discovery of the quantized Hall effect,01-Jan,126,Individual,Klaus von Klitzing,28/06/1943,Schroda,German-occupied Poland (Poland),Male,Max-Planck-Institut f??r Festk??rperforschung,Stuttgart,Federal Republic of Germany,,,Alive,1943,42,40-50
1986,Chemistry,The Nobel Prize in Chemistry 1986,for their contributions concerning the dynamics of chemical elementary processes,01-Mar,264,Individual,Dudley R. Herschbach,18/06/1932,"San Jos??, CA",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,,,Alive,1932,54,50-60
1986,Chemistry,The Nobel Prize in Chemistry 1986,for their contributions concerning the dynamics of chemical elementary processes,01-Mar,265,Individual,Yuan T. Lee,19/11/1936,Hsinchu,Taiwan,Male,University of California,"Berkeley, CA",United States of America,,,Alive,1936,50,50-60
1986,Chemistry,The Nobel Prize in Chemistry 1986,for their contributions concerning the dynamics of chemical elementary processes,01-Mar,266,Individual,John C. Polanyi,23/01/1929,Berlin,Germany,Male,University of Toronto,Toronto,Canada,,,Alive,1929,57,50-60
1986,Economics,The Sveriges Riksbank Prize in Economic Sciences 1986,for his development of the contractual and constitutional bases for the theory of economic and political decision-making,01-Jan,700,Individual,James M. Buchanan Jr.,03/10/1919,"Murfreesboro, TN",United States of America,Male,Center for Study of Public Choice,"Fairfax, VA",United States of America,09/01/2013,"Blacksburg, VA",United States of America,1919,67,60-70
1986,Literature,The Nobel Prize in Literature 1986,who in a wide cultural perspective and with poetic overtones fashions the drama of existence,01-Jan,663,Individual,Wole Soyinka,13/07/1934,Abeokuta,Nigeria,Male,,,,,,Alive,1934,52,50-60
1986,Medicine,The Nobel Prize in Physiology or Medicine 1986,for their discoveries of growth factors,01-Feb,434,Individual,Stanley Cohen,17/11/1922,"Brooklyn, NY",United States of America,Male,Vanderbilt University School of Medicine,"Nashville, TN",United States of America,,,Alive,1922,64,60-70
